qua;09/04/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;10/04/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;11/04/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;12/04/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;13/04/2014;;;;;;;;;;;
seg;14/04/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;15/04/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;16/04/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;17/04/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;18/04/2014;Feriado;;;;;;;;;;
sáb;19/04/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;20/04/2014;Feriado;;;;;;;;;;
seg;21/04/2014;Feriado;;;;;;;;;;
ter;22/04/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;23/04/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;24/04/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;25/04/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;26/04/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;27/04/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;28/04/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;29/04/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;30/04/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
qui;01/05/2014;Feriado;07:30;12:30;13:00;19:00;;;;;;
sex;02/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;03/05/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;04/05/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;05/05/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;06/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;07/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;08/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;09/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;10/05/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;11/05/2014;;;;;;;;;;;
seg;12/05/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;13/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;14/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;15/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;16/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;17/05/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;18/05/2014;;;;;;;;;;;
seg;19/05/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;20/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;21/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;22/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;23/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;24/05/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;25/05/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;26/05/2014;Feriado;07:30;12:30;13:00;19:00;;;;;;
ter;27/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;28/05/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;29/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;30/05/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;31/05/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
dom;01/06/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;02/06/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;03/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;04/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;05/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;06/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;07/06/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;08/06/2014;;;;;;;;;;;
seg;09/06/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;10/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;11/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;12/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;13/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;14/06/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;15/06/2014;;;;;;;;;;;
seg;16/06/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;17/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;18/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;19/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;20/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;21/06/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;22/06/2014;;;;;;;;;;;
seg;23/06/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;24/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;25/06/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;26/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;27/06/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;28/06/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;29/06/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;30/06/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
ter;01/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;02/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;03/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;04/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;05/07/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;06/07/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;07/07/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;08/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;09/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;10/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;11/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;12/07/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;13/07/2014;;;;;;;;;;;
seg;14/07/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;15/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;16/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;17/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;18/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;19/07/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;20/07/2014;;;;;;;;;;;
seg;21/07/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;22/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;23/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;24/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;25/07/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;26/07/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;27/07/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;28/07/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;29/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;30/07/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;31/07/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
sex;01/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;02/08/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;03/08/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;04/08/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;05/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;06/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;07/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;08/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;09/08/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;10/08/2014;;;;;;;;;;;
seg;11/08/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;12/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;13/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;14/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;15/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;16/08/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;17/08/2014;;;;;;;;;;;
seg;18/08/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;19/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;20/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;21/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;22/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;23/08/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;24/08/2014;;;;;;;;;;;
seg;25/08/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;26/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;27/08/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;28/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;29/08/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;30/08/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;31/08/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
seg;01/09/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;02/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;03/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;04/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;05/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;06/09/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;07/09/2014;Feriado;07:30;12:30;13:00;19:00;;;;;;
seg;08/09/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;09/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;10/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;11/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;12/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;13/09/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;14/09/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;15/09/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;16/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;17/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;18/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;19/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;20/09/2014;Feriado;07:30;12:30;13:00;19:00;;;;;;
dom;21/09/2014;;;;;;;;;;;
seg;22/09/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;23/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;24/09/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;25/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;26/09/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;27/09/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;28/09/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;29/09/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;30/09/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
qua;01/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;02/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;03/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;04/10/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;05/10/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;06/10/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;07/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;08/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;09/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;10/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;11/10/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;12/10/2014;Feriado;07:30;12:30;13:00;19:00;;;;;;
seg;13/10/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;14/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;15/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;16/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;17/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;18/10/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;19/10/2014;;;;;;;;;;;
seg;20/10/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;21/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;22/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;23/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;24/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;25/10/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;26/10/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;27/10/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;28/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;29/10/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;30/10/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;31/10/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
sáb;01/11/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;02/11/2014;Feriado;07:30;12:30;13:00;19:00;;;;;;
seg;03/11/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;04/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;05/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;06/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;07/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;08/11/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;09/11/2014;;;;;;;;;;;
seg;10/11/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;11/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;12/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;13/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;14/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;15/11/2014;Feriado;;;;;;;;;;
dom;16/11/2014;;;;;;;;;;;
seg;17/11/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;18/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;19/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;20/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;21/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;22/11/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;23/11/2014;;;;;;;;;;;
seg;24/11/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;25/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;26/11/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;27/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;28/11/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;29/11/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;30/11/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
seg;01/12/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;02/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;03/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;04/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;05/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;06/12/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;07/12/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;08/12/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;09/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;10/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;11/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;12/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;13/12/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;14/12/2014;;;;;;;;;;;
seg;15/12/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;16/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;17/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;18/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sex;19/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;20/12/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;21/12/2014;;;;;;;;;;;
seg;22/12/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;23/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;24/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qui;25/12/2014;Feriado;;;;;;;;;;
sex;26/12/2014;;07:30;12:30;13:00;19:00;;;;;;
sáb;27/12/2014;;07:30;12:30;13:00;19:00;;;;;;
dom;28/12/2014;;07:30;12:30;13:00;19:00;;;;;;
seg;29/12/2014;;07:30;12:30;13:00;19:00;;;;;;
ter;30/12/2014;;07:30;12:30;13:00;19:00;;;;;;
qua;31/12/2014;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
qui;01/01/2015;Feriado;;;;;;;;;;
sex;02/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;03/01/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;04/01/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;05/01/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;06/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;07/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;08/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;09/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;10/01/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;11/01/2015;;;;;;;;;;;
seg;12/01/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;13/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;14/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;15/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;16/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;17/01/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;18/01/2015;;;;;;;;;;;
seg;19/01/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;20/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;21/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;22/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;23/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;24/01/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;25/01/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;26/01/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;27/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;28/01/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;29/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;30/01/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;31/01/2015;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
dom;01/02/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;02/02/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;03/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;04/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;05/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;06/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;07/02/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;08/02/2015;;;;;;;;;;;
seg;09/02/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;10/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;11/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;12/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;13/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;14/02/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;15/02/2015;;;;;;;;;;;
seg;16/02/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;17/02/2015;Feriado;;;;;;;;;;
qua;18/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;19/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;20/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;21/02/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;22/02/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;23/02/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;24/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;25/02/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;26/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;27/02/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;28/02/2015;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
dom;01/03/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;02/03/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;03/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;04/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;05/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;06/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;07/03/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;08/03/2015;;;;;;;;;;;
seg;09/03/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;10/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;11/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;12/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;13/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;14/03/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;15/03/2015;;;;;;;;;;;
seg;16/03/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;17/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;18/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;19/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;20/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;21/03/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;22/03/2015;;;;;;;;;;;
seg;23/03/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;24/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;25/03/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;26/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;27/03/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;28/03/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;29/03/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;30/03/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;31/03/2015;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
qua;01/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;02/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;03/04/2015;Feriado;;;;;;;;;;
sáb;04/04/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;05/04/2015;Feriado;07:30;12:30;13:00;19:00;;;;;;
seg;06/04/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;07/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;08/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;09/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;10/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;11/04/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;12/04/2015;;;;;;;;;;;
seg;13/04/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;14/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;15/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;16/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;17/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;18/04/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;19/04/2015;;;;;;;;;;;
seg;20/04/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;21/04/2015;Feriado;;;;;;;;;;
qua;22/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;23/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sex;24/04/2015;;07:30;12:30;13:00;19:00;;;;;;
sáb;25/04/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;26/04/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;27/04/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;28/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qua;29/04/2015;;07:30;12:30;13:00;19:00;;;;;;
qui;30/04/2015;;07:30;12:30;13:00;19:00;;;;;;
Soma;;;;;;;;;;;;
sex;01/05/2015;Feriado;07:30;12:30;13:00;19:00;;;;;;
sáb;02/05/2015;;07:30;12:30;13:00;19:00;;;;;;
dom;03/05/2015;;07:30;12:30;13:00;19:00;;;;;;
seg;04/05/2015;;07:30;12:30;13:00;19:00;;;;;;
ter;05/05/2015;;07:30;12:30;13:00;19:00;;;;;;
